/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Disease,Undifferentiated carcinoma of stomach,1-9 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.456,0.456
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Slovenia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.013,0.013
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.098,0.098
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.045,0.045
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.02,0.02
Disease,Undifferentiated carcinoma of stomach,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.032,0.032
Category,Rare tumor of small intestine,,,,,,,,,,,,,
Category,Mesenchymal tumor of small intestine,,,,,,,,,,,,,
Disease,Microcephaly-complex motor and sensory axonal neuropathy syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24126608[PMID],3,3
Disease,Microcephaly-complex motor and sensory axonal neuropathy syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_24126608[PMID],0,0
Category,Rare carcinoma of small intestine,,,,,,,,,,,,,
Malformation syndrome,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,4998085[PMID]_24993872[PMID],1,1
Malformation syndrome,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_4998085[PMID]_24993872[PMID],0,0
Category,Rare epithelial tumor of small intestine,,,,,,,,,,,,,
Category,Inherited digestive cancer-predisposing syndrome,,,,,,,,,,,,,
Disease,STING-associated vasculopathy with onset in infancy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_25401470[PMID]_25029335[PMID],0,0
Disease,STING-associated vasculopathy with onset in infancy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,25401470[PMID]_25029335[PMID],9,9
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.412,0.412
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.715,0.715
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.201,0.201
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.219,0.219
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.659,0.659
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.471,0.471
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.309,0.309
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.262,0.262
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.582,0.582
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Iceland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.256,0.256
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.642,0.642
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.426,0.426
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.267,0.267
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.481,0.481
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.365,0.365
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.154,0.154
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.471,0.471
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.377,0.377
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.753,0.753
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.157,0.157
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.206,0.206
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.467,0.467
Disease,Adenocarcinoma of the liver and intrahepatic biliary tract,1-9 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.118,0.118
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.015,0.015
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.011,0.011
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.056,0.056
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.046,0.046
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.01,0.01
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.02,0.02
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.03,0.03
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Iceland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.043,0.043
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.019,0.019
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.049,0.049
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.033,0.033
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.011,0.011
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.013,0.013
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.016,0.016
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.098,0.098
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.015,0.015
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.028,0.028
Disease,Undifferentiated carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.005,0.005
Category,Rare malignant epithelial tumor of liver and intrahepatic biliary tract,,,,,,,,,,,,,
Category,Carcinoma of liver and intrahepatic biliary tract,,,,,,,,,,,,,
Disease,Adenocarcinoma of the gallbladder and extrahepatic biliary tract,1-9 / 100 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],2.62,2.62
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.032,0.032
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.026,0.026
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.006,0.006
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.027,0.027
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Croatia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.025,0.025
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,1-9 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.124,0.124
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Estonia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.037,0.037
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.026,0.026
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.018,0.018
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.055,0.055
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Iceland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.043,0.043
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.018,0.018
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.037,0.037
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.005,0.005
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Lithuania,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.033,0.033
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Norway,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.016,0.016
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Poland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.015,0.015
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.002,0.002
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Slovakia,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.077,0.077
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.042,0.042
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Switzerland,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.051,0.051
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,Netherlands,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.014,0.014
Disease,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,<1 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.021,0.021
Disease,Squamous cell carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.009,0.009
Disease,Squamous cell carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Austria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.009,0.009
Disease,Squamous cell carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Bulgaria,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.003,0.003
Disease,Squamous cell carcinoma of liver and intrahepatic biliary tract,<1 / 1 000 000,Czech Republic,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],0.018,0.018
